user,text,date,emotion,comment,share,cleaned_text,cluster,sentiment
Federica Viafora,Good evening! I'm new to this group. I recently joined because I want to learn about digital tools that are useful for me and my student. ☺️,2024-08-06 18:45:18,17,8,0,good evening im new group recently joined want learn digital tools useful student,2,POSITIVE
Natalie Sparks Bullock,"Hello, I'm Natalie! I am desperate to learn how to incorporate AI in planning and enriching lessons. Can't wait to see what the group has to share 😃",2024-08-05 18:37:29,7,4,0,hello im natalie desperate learn incorporate ai planning enriching lessons cant wait see group share,2,POSITIVE
María Luisa Pérez Tovar,Hello! Which application would you recommend to practice oral English with immediate correction. It would be great if you can practice as much as you want and… it’s not so expensive.,2024-08-06 18:45:56,4,11,0,hello application would recommend practice oral english immediate correction would great practice much want expensive,2,NEGATIVE
Faith Sibambo,"Hi, I’m new on the group joined because I’m a teacher and a student want to learn how to use the AI tool for myself and my students in an effective way",2024-08-05 01:05:08,4,3,0,hi im new group joined im teacher student want learn use ai tool students effective way,0,POSITIVE
David Samuel,"Hi! I'm new to this group. I recently joined because, as a teacher Educator, I want to expose preservice teachers to effective ways to use AI in their instruction.",2024-08-05 18:35:56,4,3,0,hi im new group recently joined teacher educator want expose preservice teachers effective ways use ai instruction,2,POSITIVE
Abu Usaamah Nurghaan Singh,Hello. Any AI tools for Arabic teachers?,2024-08-05 18:36:05,10,7,0,hello ai tools arabic teachers,0,POSITIVE
Patricia Lankford,"Good Saturday to everyone, my name is Patricia Lankford a new member of the group. Thank you for allowing me to be a part of this group. Everyone have a beautiful Saturday",2024-08-06 18:46:14,5,2,0,good saturday everyone name patricia lankford new member group thank allowing part group everyone beautiful saturday,2,POSITIVE
Gayle Nicholls-ali,Hi. Thanks for accepting me into this group. I am out of the classroom but still working with teachers offering exceptional PD.,2024-08-06 18:45:29,7,3,0,hi thanks accepting group classroom still working teachers offering exceptional pd,2,POSITIVE
Κάτια Νίκου,Hi! I m a teacher in elementary school.I m glad to be in this group because I look for fun and creativity in my classes.,2024-08-06 18:45:24,3,1,0,hi teacher elementary schooli glad group look fun creativity classes,2,POSITIVE
Edwin Onyango,Good evening. I am a teacher of Maths and Business Studies. I am happy to join the group.,2024-08-06 18:45:27,3,1,0,good evening teacher maths business studies happy join group,2,POSITIVE
Nadia Shahzad,Hi! I'm new to this group. I am a teacher and I am passionate about learning new things to enhance my teaching skills from the rote ways.,2024-08-06 18:45:36,2,1,0,hi im new group teacher passionate learning new things enhance teaching skills rote ways,2,POSITIVE
Michael Hansen,"Hallo everyone. I'm a Danish secondary teacher and very curious on how AI technology can help me teach and my students to learn. 

Nice to meet you all.",2024-08-06 18:45:48,8,1,0,hallo everyone im danish secondary teacher curious ai technology help teach students learn nice meet,2,POSITIVE
Genevieve Joy Balagapo,Hi! I'm new to this group. I recently joined because I'm a learning facilitator and I would like to upgrade my teaching skills by using AI tools.,2024-08-06 18:47:04,4,1,0,hi im new group recently joined im learning facilitator would like upgrade teaching skills using ai tools,2,POSITIVE
Daniel Mattsson,Hej! Jag är ny i gruppen och gick nyligen med för att det är kul,2024-08-06 18:47:13,3,1,0,hej jag r ny gruppen och gick nyligen med fr att det r kul,0,NEGATIVE
Patrick Campbell,Hello my name is Pat and I enjoy learning about AI and art and how they can be used to create  signage,2024-08-06 18:45:42,5,0,0,hello name pat enjoy learning ai art used create signage,0,POSITIVE
Phani Thrigulla,"Hi I am a physical science teacher,I want to know
how AI is useful in my teaching",2024-08-05 01:05:07,8,8,0,hi physical science teacheri want know ai useful teaching,0,NEGATIVE
Janine Griebelaar,Good afternoon everyone. I am am teacher and I want to use Ai tools in my classroom.,2024-08-05 18:35:47,32,6,0,good afternoon everyone teacher want use ai tools classroom,2,POSITIVE
Toni Katakam,Hi! I'm new to this group. I recently joined because I want to help help my students.,2024-08-04 19:55:43,7,3,0,hi im new group recently joined want help help students,2,POSITIVE
Edwin Onyango,Hi! I'm new to this group. I recently joined because I want to benefit from the rich knowledge posted in the group.,2024-08-06 09:11:44,7,1,0,hi im new group recently joined want benefit rich knowledge posted group,2,POSITIVE
Sarah Grace,Hi! I'm new to this group. I recently joined because I like to see what other teachers are using in the classroom.,2024-08-05 18:36:50,5,2,0,hi im new group recently joined like see teachers using classroom,2,POSITIVE
Tebogo Ntibileng Kangote III,"Hi

I'm a teacher and I am looking forward to learning best practices for using/intergrating AI. I want to stay up to date! 🙃",2024-08-04 19:18:01,5,5,0,hi im teacher looking forward learning best practices usingintergrating ai want stay date,2,POSITIVE
Aya Hamdy,"Hi, what are the AI tools that helps me as a physics teacher...",2024-08-04 19:18:33,3,2,0,hi ai tools helps physics teacher,0,POSITIVE
Elaine Grant Rankin,Hi! I'm new to this group. I recently joined because I am always looking to enhance my World History lessons.,2024-08-05 01:05:29,7,5,0,hi im new group recently joined always looking enhance world history lessons,2,POSITIVE
Maja Husaric,"Hello, I teach health science subjects at  University. I am looking to share experience in effective use of AI in HE.",2024-08-05 22:02:25,6,3,0,hello teach health science subjects university looking share experience effective use ai,2,POSITIVE
Κάτια Νίκου,Good evening everyone! I am very happy to meet you! I would like to learn more about artificial intelligence so that I can make my teaching in the classroom more interesting,2024-08-05 18:36:12,3,5,0,good evening everyone happy meet would like learn artificial intelligence make teaching classroom interesting,0,POSITIVE
Johanna Nina,Hi! I'm new to this group. I recently joined because I want to learn all that I can about AI to improve my teaching strategies using technology.,2024-08-05 18:36:58,2,2,0,hi im new group recently joined want learn ai improve teaching strategies using technology,2,POSITIVE
Molly Nipper,Hi! I'm new to this group. I recently joined because I want to learn how I can use AI tools effectively in the classroom for myself as a teacher and for my students.,2024-08-05 18:37:00,2,1,0,hi im new group recently joined want learn use ai tools effectively classroom teacher students,2,POSITIVE
Lyn Campbell,Hi! I'm new to this group. I recently joined because I'm new to AI and want to learn how I can use it as a teacher. TIA!,2024-08-03 19:03:14,28,12,0,hi im new group recently joined im new ai want learn use teacher tia,2,POSITIVE
Okoi Victor Ikpi-ubi,"Hi, I'm a chemistry and maths teacher and new to this group. Looking for any inspiration using AI in my classes.",2024-08-05 18:35:46,4,5,0,hi im chemistry maths teacher new group looking inspiration using ai classes,2,POSITIVE
Ifedayo Adefusi,"Hi! I'm a new member . Just joining because I want to learn about AI and how It can aid my teaching skills, as a teacher.",2024-08-05 18:37:16,13,4,0,hi im new member joining want learn ai aid teaching skills teacher,2,POSITIVE
DrGeraldine Calhoun,Comment ways you think using AI Tools can assist in providing a more effective teaching experience.,2024-08-05 18:35:59,1,5,0,comment ways think using ai tools assist providing effective teaching experience,2,POSITIVE
Anonymous participant,Hi! I'm new to this group. I recently joined because I’d like to learn and share with our teachers and students …,2024-08-04 19:15:07,2,2,0,hi im new group recently joined id like learn share teachers students,2,POSITIVE
Marinel Iordan,"Hello, I'm Marinel and I am a Romanian teacher!",2024-08-03 18:59:30,16,6,0,hello im marinel romanian teacher,0,POSITIVE
Michele Kertulis Stager,"Hi, I am teaching a 2 hr PD session on AI for about 40 faculty- looking for fun ideas/games to start or break up the session.  TIA!",2024-08-03 19:00:35,16,16,1,hi teaching hr pd session ai faculty looking fun ideasgames start break session tia,2,POSITIVE
Cheryl Yager Mummert Jackson,Any easy way to have AI create a seating chart for me?,2024-08-05 18:38:19,5,3,0,easy way ai create seating chart,0,POSITIVE
Xiko Acis,I am a Philisopher's especialist in ethics and moral. I am from Brazil.,2024-08-04 19:17:50,1,2,0,philisophers especialist ethics moral brazil,2,NEGATIVE
Joanne Tipman,"Hi! I'm new to this group. I recently joined because I am curious about how to effectively use AI as a teacher and with my students.  I want to learn about more apps.  Last year a student deleted his incredibly creative and unfinished story, and put an AI generated one in its place.  I am so glad a colleague and I were able to track all of his edits.",2024-08-04 19:18:40,3,2,0,hi im new group recently joined curious effectively use ai teacher students want learn apps last year student deleted incredibly creative unfinished story put ai generated one place glad colleague able track edits,2,POSITIVE
Jacqueline Krans,"Hi, I joined, because I want to learn more about ai for teachers. I am a teacher in The Netherlands. 

I was wondering... Is there a tool that makes my worksheets ( for example, looking for a connect the dots, but nog with nummers 1-..., but jumping 10 or  hundred so 100 -200- 300,... or 150-300-450-...).",2024-08-05 18:37:58,3,1,0,hi joined want learn ai teachers teacher netherlands wondering tool makes worksheets example looking connect dots nog nummers jumping hundred,2,NEGATIVE
Diana Johnhan,"Teachers, what are you trying to accomplish with AI?
Let's help each other through sharing our experiences and tips.",2024-07-22 17:37:56,19,31,1,teachers trying accomplish ai lets help sharing experiences tips,2,POSITIVE
Leandro Trevelin,Hey guys! I'm happy to be here. Do you have any tool's advice for english teaching?,2024-08-05 01:05:09,2,6,0,hey guys im happy tools advice english teaching,2,POSITIVE
Anonymous participant,Hi there! I am not a teacher but am trying to learn what teachers are looking for from developers for AI in class rooms or in home schooling? What are you lacking that needs a product? What can help you?,2024-08-04 19:20:21,1,3,0,hi teacher trying learn teachers looking developers ai class rooms home schooling lacking needs product help,0,NEGATIVE
Sandra D. Crawford Walden,Hi! I'm new to this group. I recently joined because I'm interested in learning more about AI tools that will support the lessons I will teach this year.,2024-08-04 19:15:03,4,7,0,hi im new group recently joined im interested learning ai tools support lessons teach year,2,POSITIVE
Sonya Jackson,Hi! I'm new to this group. I recently joined because I want to learn how to use AI to enhance my teaching. I am looking forward to learning.,2024-08-05 01:05:17,9,5,0,hi im new group recently joined want learn use ai enhance teaching looking forward learning,2,POSITIVE
Laurie Butler,Hi! I'm new to this group. I recently joined because I have no idea how to incorporate AI into my teaching.  Trying to wrap my head around the whole concept and possibilities.,2024-08-05 01:05:34,11,4,0,hi im new group recently joined idea incorporate ai teaching trying wrap head around whole concept possibilities,2,POSITIVE
Kay Thomas,"Hi All, I'm new to the group and luv AI. Looking forward to learn about new tools and platforms!",2024-08-02 19:04:12,2,1,0,hi im new group luv ai looking forward learn new tools platforms,2,POSITIVE
Americo Bazzoffia,"Hello, I'm a University Teacher in Rome and looking for Al tools that will help in my teaching.",2024-08-02 19:03:44,24,11,1,hello im university teacher rome looking al tools help teaching,2,NEGATIVE
Brenda Byrne,Hi! I'm new to this group. I recently joined because I will be a first year teacher for ESE high school students. I hope to gain some insight on  how I can incorporate innovative tools that will help make learning fun and engaging.,2024-08-05 01:05:23,6,3,0,hi im new group recently joined first year teacher ese high school students hope gain insight incorporate innovative tools help make learning fun engaging,2,POSITIVE
Jay-dee Va,Good morning everyone! I am new to the group and ti AI. I am a H.S teacher and believe this could certainly be a game changer in the classroom. I am so excited to learn hiw to incorporate AI in my lessons.,2024-08-05 01:05:59,4,2,0,good morning everyone new group ti ai hs teacher believe could certainly game changer classroom excited learn hiw incorporate ai lessons,2,POSITIVE
Anonymous participant,"Hello , I would like to know which is free for math AI tool and good one",2024-08-04 19:14:14,7,6,0,hello would like know free math ai tool good one,0,POSITIVE
Daniel Cregg,"Hello all, I am new to this group. I plan to use ChatGPT in my next years modules. Does anyone know how to access chatGPT NOT as a subscription. Is there any way to pay for 200 euro worth of access and use it til it runs out?",2024-08-04 19:19:01,1,5,0,hello new group plan use chatgpt next years modules anyone know access chatgpt subscription way pay euro worth access use til runs,2,NEGATIVE
Roswinna Gabrien,"Hello everyone👋🏻
A newbie here and would love to know more of AI for my students.",2024-08-04 19:21:13,5,4,0,hello everyone newbie would love know ai students,2,POSITIVE
Iuliana Botezatu,Hello! I'm happy to join this group! I'm teaching history and I'd like to learn to use AI for my lessons. Thank you for this opportunity!,2024-08-04 19:20:26,2,3,0,hello im happy join group im teaching history id like learn use ai lessons thank opportunity,2,POSITIVE
Asta Arbačiauskaitė Dijokienė,Hi all! I just wanted to introduce myself and share a photo I took. I teach English.,2024-08-04 19:13:21,60,5,0,hi wanted introduce share photo took teach english,2,NEGATIVE
Valeria Razzini,Hi everyone! I'm new to the group and I'm so happy to be here with you 🤩! Can you recommend tools for using 🔮AI in mathematics education?,2024-08-04 19:15:43,6,2,0,hi everyone im new group im happy recommend tools using ai mathematics education,0,POSITIVE
Preeti Shetty,Hi! I'm new to this group. I recently joined because I am an IT Faculty and would love to equip my students with new tools to enhance their learning,2024-08-04 19:14:23,1,1,0,hi im new group recently joined faculty would love equip students new tools enhance learning,2,POSITIVE
Antonia Matei,"Hello! Does anyone use AI tools for teaching journalism? If yes, which tools do you use?",2024-08-04 19:17:26,2,1,0,hello anyone use ai tools teaching journalism yes tools use,0,NEGATIVE
Meera Gopinath,"Hi all! I just wanted to introduce myself and share a photo I took. This was clicked with my students at my previous workplace in a fun moment. 
I am an English teacher at High School and Higher Secondary, teaching the Cambridge curriculum and am looking forward to learn how to be a better teacher with the use of technology.",2024-08-04 19:20:04,4,1,0,hi wanted introduce share photo took clicked students previous workplace fun moment english teacher high school higher secondary teaching cambridge curriculum looking forward learn better teacher use technology,2,POSITIVE
Tanya Smith Patten,I am a Pre School teacher and Principal. I am here for everything I can get. From managing time to staff to parents. I love my job and age group. Been teaching for 28 years,2024-08-04 19:21:05,3,1,0,pre school teacher principal everything get managing time staff parents love job age group teaching years,2,POSITIVE
Diana Johnhan,"# **OpenAI Launched GPT-4.0 Mini: What Teachers Should Know**

OpenAI introduced GPT-4o Mini July 18, 2024, a groundbreaking model set to revolutionize educational technology. This advanced AI promises to enhance teaching.

https://www.kangaroos.ai/blog/openai-launched-gpt-4o-mini-what-teachers-should-know/
## HOW CAN GPT-4.0 MINI BENEFIT TEACHERS?
1. **Lesson Planning**: Generate detailed and engaging lesson plans quickly, saving valuable preparation time.
1. **Student Engagement**: Create interactive learning experiences that capture students' attention and foster participation.
1. **Grading Assistance**: Provide consistent and objective grading support, reducing the workload on teachers.
## GETTING STARTED WITH GPT-4.0 MINI
1. **Sign Up**: Visit the OpenAI website to create an account and access GPT-4.0 Mini.
1. **Explore Tutorials**: Utilize the available tutorials to familiarize yourself with the tool’s capabilities.
1. **Integrate into Curriculum**: Start experimenting with integrating GPT-4.0 Mini into your daily teaching routines.
## JOIN THE CONVERSATION

How have you been using ChatGPT in the classroom? Share the pros and cons below.",2024-08-04 19:25:34,13,1,3,openai launched gpt mini teachers know openai introduced gpto mini july groundbreaking model set revolutionize educational technology advanced ai promises enhance teaching gpt mini benefit teachers lesson planning generate detailed engaging lesson plans quickly saving valuable preparation time student engagement create interactive learning experiences capture students attention foster participation grading assistance provide consistent objective grading support reducing workload teachers getting started gpt mini sign visit openai website create account access gpt mini explore tutorials utilize available tutorials familiarize tools capabilities integrate curriculum start experimenting integrating gpt mini daily teaching routines join conversation using chatgpt classroom share pros cons,1,POSITIVE
Diana Johnhan,"# **How to Create an AI Grading Rubric with ChatGPT (Free Download)**

**Key Points:**
* Define criteria: Thesis, Organization, Evidence, Analysis, Grammar.
* Use point or letter grading systems.
* Describe performance levels clearly.

",2024-08-02 19:05:14,39,8,4,create ai grading rubric chatgpt free download key points define criteria thesis organization evidence analysis grammar use point letter grading systems describe performance levels clearly,1,POSITIVE
Anonymous participant,Does anyone know of an AI tool I can upload an ebook into and have it parsed and made into a course? Most are not good.😏,2024-08-02 22:47:32,4,10,0,anyone know ai tool upload ebook parsed made course good,0,POSITIVE
Peggy Lovro,"Hi everyone, I am new to the group. Excited to learn all about AI, and incorporate them in my daily teaching to make my lessons more creative and engaging. Thank you!",2024-07-31 18:46:19,7,3,0,hi everyone new group excited learn ai incorporate daily teaching make lessons creative engaging thank,2,POSITIVE
Debbie Tannehill,Hi! I'm new to this group. I recently joined because I have absolutely no idea about AI because I am old  and  I am technology challenged. I am  teaching middle school art. 😂🤣😂🤣,2024-08-02 21:25:48,12,4,0,hi im new group recently joined absolutely idea ai old technology challenged teaching middle school art,2,POSITIVE
Julie MacDonald,Hi! I'm new to this group. I recently joined because I am so excited about learning how to use AI in the classroom.,2024-08-03 19:00:31,6,2,0,hi im new group recently joined excited learning use ai classroom,2,POSITIVE
Sreeja Hareesh,Hi! I'm new to this group. I recently joined becauseI want to know more about AI in teaching profession.,2024-08-03 19:00:07,3,3,0,hi im new group recently joined becausei want know ai teaching profession,2,NEGATIVE
Kembela Hawkins,"Hello, I'm Kembela and something to know about me is that I am looking for resources I want and need to have great school year!!!",2024-08-03 18:59:56,4,4,0,hello im kembela something know looking resources want need great school year,0,POSITIVE
Bonnie J Keller,"Just joined.  Year 28 for me,  middle and high school sciences. Discovered SchoolAI this summer,  and blown away.",2024-08-03 18:59:46,7,3,0,joined year middle high school sciences discovered schoolai summer blown away,2,NEGATIVE
Rebecca Wescombe,"Hi, I’m a newbie! I’ve been dabbling with ChatGPT for a little while now ( mainly to help with curriculum learning intentions and success criteria’s) but am looking forward to broadening my knowledge. Thanks for having me 😊",2024-08-03 19:03:03,10,2,0,hi im newbie ive dabbling chatgpt little mainly help curriculum learning intentions success criterias looking forward broadening knowledge thanks,2,POSITIVE
Ghazala Umair,"Hello, I'm an educationist and looking for Al tools that will help in my teaching.",2024-07-31 18:46:01,43,34,3,hello im educationist looking al tools help teaching,2,POSITIVE
Amanda Pooley,Hi I'm new to the group and need help using AI in my classes for adults !,2024-07-31 20:55:44,22,14,0,hi im new group need help using ai classes adults,0,NEGATIVE
Michael Hayden,"Mindmap on how AI can be used in teaching

This was made by AI 🙂 if you want AI to make some mindmaps for you, then checkout the free mindmap generator on Skillfusion AI",2024-07-31 18:46:13,54,4,11,mindmap ai used teaching made ai want ai make mindmaps checkout free mindmap generator skillfusion ai,0,NEGATIVE
Joe Samuels,Hi! I'm new to this group. I recently joined because I started using ChatGPT so it will be good to learn and share  ideas in this community.,2024-08-02 19:04:44,3,3,0,hi im new group recently joined started using chatgpt good learn share ideas community,2,POSITIVE
Young Ameerah,"Hello everyone! I'm Amira, I am a new member and I thought I’d introduce myself and get to know the community better. I am an Education Technology enthusiast, passionate about empowering teachers with innovative tools to enhance their teaching. I regularly host webinars on leveraging technology to improve education.

I'd love to share my expertise with this group! Would you be interested in a complimentary info session on ""Teaching Smarter with Technology""? Let me know, and I'll schedule a session that suits everyone's convenience. Looking forward to connecting and learning from you all!",2024-08-03 19:00:21,62,25,0,hello everyone im amira new member thought id introduce get know community better education technology enthusiast passionate empowering teachers innovative tools enhance teaching regularly host webinars leveraging technology improve education id love share expertise group would interested complimentary info session teaching smarter technology let know ill schedule session suits everyones convenience looking forward connecting learning,2,POSITIVE
Anonymous participant,"Hello
I want tools for French teacher
And how can I make  a fun class 

Thanks in advance",2024-08-03 18:59:33,13,6,0,hello want tools french teacher make fun class thanks advance,0,POSITIVE
Jyoti Verma,"Hello everyone, can someone suggest me AI tool for maths problem with free of cost?",2024-08-03 01:47:04,7,10,0,hello everyone someone suggest ai tool maths problem free cost,0,NEGATIVE
Anonymous participant,Hello everyone I am doing my ph d and let me know the essential Ai tools to speed up my work.,2024-08-02 19:05:26,4,6,1,hello everyone ph let know essential ai tools speed work,2,NEGATIVE
Chris Kim Palmer,"Hi! I'm new to this group. I recently joined because I am old, lol, and I need to keep learning new ways to incorporate AI for students and myself! Starting year 32 as a high school social studies and history teacher!",2024-08-03 01:47:03,18,7,0,hi im new group recently joined old lol need keep learning new ways incorporate ai students starting year high school social studies history teacher,2,POSITIVE
Una maestra rossa,"Hello everybody!
I’m a maths primary teacher and I’m searching a tool that can write maths problems with different difficulties, I know I can use CHAT GPT but I want to improve my knowledge…. Have you any ideas 💡?
Thank you!!",2024-08-03 19:00:40,2,3,0,hello everybody im maths primary teacher im searching tool write maths problems different difficulties know use chat gpt want improve knowledge ideas thank,0,POSITIVE
Connie Aballe Zimecki,Hi everyone! My name is Connie and I’m a Preschool Teacher and director at the same time. It’s my pleasure to be in this group.,2024-08-02 19:05:40,6,2,0,hi everyone name connie im preschool teacher director time pleasure group,2,POSITIVE
Rachel Starr,What’s your favorite AI for creating pictures for story boards or as visual aids for kindergarten?,2024-08-02 19:06:24,4,6,0,whats favorite ai creating pictures story boards visual aids kindergarten,0,POSITIVE
Naomi Lamb,"Hello, I'm Naomi and something to know about me is that I'm quite new to AI",2024-08-02 21:25:47,4,2,0,hello im naomi something know im quite new ai,0,POSITIVE
Cristina Andreia Barata Feyo,"Hi! I'm a new member here. I want to learn new and innovative contents and share information, too.",2024-08-02 19:05:06,5,2,1,hi im new member want learn new innovative contents share information,2,POSITIVE
Alessia Di Prospero,Ciao! Faccio parte di questo gruppo da poco. Di recente ho effettuato l'iscrizione perché non si può restare indietro,2024-08-02 19:03:58,3,1,0,ciao faccio parte di questo gruppo da poco di recente ho effettuato liscrizione perch non si pu restare indietro,0,NEGATIVE
Tamas Simon,I've been building AI based learning experiences for a year and a half now. ask me anything,2024-08-02 19:03:46,1,2,0,ive building ai based learning experiences year half ask anything,0,NEGATIVE
Sooz Freedom,Hi! I'm new to this group. I recently joined because I am an EAL teacher new to MYP and looking to have AI help me integrate my skills into the MYP.,2024-08-01 22:12:31,8,5,0,hi im new group recently joined eal teacher new myp looking ai help integrate skills myp,2,POSITIVE
Faraidoon Omer,"Hi, I'm new members of this group, I need a source and tools of education art of secondary school.",2024-08-01 22:12:32,8,12,0,hi im new members group need source tools education art secondary school,2,POSITIVE
Dave Kemsley,"I'm an Engineer, with ZERO artistic talent.  Now that I'm approaching retirement, I thought I'd try to develop the other half of my brain. So, I did what any good engineer would do: get my geek on to nurture my artistic inner man-child. I created the **Art Professor AI.**

I watch all this incredible digital art being made by AI, myself included. I found myself wanting to make it real, something I could put on my wall or coffee table. I figure eventually many others would want to do this too.

So I created the **Art Professor** using ChatGPT. It can teach any kind of art 24/7. I think this is ideal for **students**. 

It's been a game changer for me. I created my first sculpture ever and it was way better than a wooden spoon (see comments). I found myself using it to critique and explain art, and found that it's actually way more interesting than I thought. Something my engineering brain requires.

https://chatgpt.com/g/g-hsW9HdBsy-art-professor

Sorry. I inluded the raw image because FB wasn't showing the preview, making it a giant blank rectangle. That's the link above.",2024-07-29 19:03:09,9,5,1,im engineer zero artistic talent im approaching retirement thought id try develop half brain good engineer would get geek nurture artistic inner manchild created art professor ai watch incredible digital art made ai included found wanting make real something could put wall coffee table figure eventually many others would want created art professor using chatgpt teach kind art think ideal students game changer created first sculpture ever way better wooden spoon see comments found using critique explain art found actually way interesting thought something engineering brain requires sorry inluded raw image fb wasnt showing preview making giant blank rectangle thats link,2,NEGATIVE
Keto,"# **ChatGPT Advanced Voice Mode Demo for Language Learners**

I'm very excited for this, anyone else? Hopefully will have access soon. :) 

",2024-08-01 21:04:54,7,1,0,chatgpt advanced voice mode demo language learners im excited anyone else hopefully access soon,2,NEGATIVE
Diana Johnhan,"# **How to download free ChatGPT app on Desktop (Free Mac PC Version) Guide**

Hi Teachers. Since a few of you have asked. Here's how you can get ChatGPT on desktop or mobile for free:
## INSTALLATION STEPS:
1. **Open Your Browser: **Go to the official ChatGPT website.
1. **Download the App: **Click the download link for your operating system (Mac or PC) or iPhone/Android.
1. **Install the App: **Open the downloaded file and follow the installation instructions.
1. **Launch and Log In: **Open the ChatGPT app and log in with your credentials.
## MORE FREE RESOURCES:
* How to Create a Free Lesson Plan for Free with ChatGPT - https://www.kangaroos.ai/blog/how-to-create-an-effective-ai-lesson-plan-using-chatgpt/
* How to Create a Free AI Grading Rubric with ChatGPT - https://www.kangaroos.ai/blog/how-to-create-an-ai-grading-rubric-with-chatgpt/
* Free AI Learning Center  - http://kangaroos.ai/learn/

Feel free to share with other teachers or ask, if you need any help with the installation process ask below.",2024-08-01 21:04:42,20,1,3,download free chatgpt app desktop free mac pc version guide hi teachers since asked heres get chatgpt desktop mobile free installation steps open browser go official chatgpt website download app click download link operating system mac pc iphoneandroid install app open downloaded file follow installation instructions launch log open chatgpt app log credentials free resources create free lesson plan free chatgpt create free ai grading rubric chatgpt free ai learning center feel free share teachers ask need help installation process ask,1,NEGATIVE
Shuja Khaleel,I am new here! I am going to hold training for teachers on how they can use AI in teaching practices. Any tips and resources you guys can share? Thank you!,2024-08-01 19:52:13,3,5,0,new going hold training teachers use ai teaching practices tips resources guys share thank,2,POSITIVE
Sushma Choudhary,Hi! I'm new to this group. I recently joined because I want to learn use of AI tools in education,2024-08-01 19:52:33,8,1,0,hi im new group recently joined want learn use ai tools education,2,POSITIVE
TechnoHub,"If You are looking for the AI Tools & prompts Directory Website, Please check the [https://topaitool.tools](https://topaitool.tools/) website.

This website has 9K+ AI tools & 25K+ AI Prompts. This website has AI Tools, AI Prompts, AI Tools Category, AI Prompts Category, Sponsorship, Submit AI Tools, About Us, Contact, Privacy Policy, Support, Disclaimer, Terms, and Conditions & Contact Us Pages for only $100.

We provide changes like website logo, name, and color free of cost. If you want any other changes to the given website, charges will be applied based on your requirements.

[http://topaitool.tools](http://topaitool.tools/)

[https://www.youtube.com/watch?v=vVFvamT0IVI](https://www.youtube.com/watch?v=vVFvamT0IVI)",2024-08-01 19:52:47,7,0,0,looking ai tools prompts directory website please check website website k ai tools k ai prompts website ai tools ai prompts ai tools category ai prompts category sponsorship submit ai tools us contact privacy policy support disclaimer terms conditions contact us pages provide changes like website logo name color free cost want changes given website charges applied based requirements,1,NEGATIVE
Evelyne Skorczynski,"Hello, I am updating economics courses with AI. Has anyone got some resources?",2024-07-26 22:18:29,6,5,0,hello updating economics courses ai anyone got resources,0,POSITIVE
Jason Lum,"Hi! I'm new to this group. I recently joined because I'm learning how to tap on AI for teaching and possibly guiding students to use AI for uses such as feedback, role play etc.",2024-07-31 18:46:03,8,4,0,hi im new group recently joined im learning tap ai teaching possibly guiding students use ai uses feedback role play etc,2,POSITIVE
Caroline Caro,"Hi - I'm a french teacher grade 5th and I would like to use AI to realise ELA questions from a book. Is there so who did that? In case, which prompts did you use to have several kind of questions ? Thanks for your answers
 and have a nice day.",2024-07-31 18:45:55,6,12,0,hi im french teacher grade th would like use ai realise ela questions book case prompts use several kind questions thanks answers nice day,2,NEGATIVE
Anonymous participant,"Hello I need chat gpt, which one can I use pls. Or something else pls. Thanks",2024-07-31 18:46:10,6,8,0,hello need chat gpt one use pls something else pls thanks,2,POSITIVE
Maxwell Mensah Opoku,Hi! I'm new to this group. I recently joined because I believe I will be able to acquire the skills of using AI in my lessons,2024-07-31 18:45:48,6,3,0,hi im new group recently joined believe able acquire skills using ai lessons,2,POSITIVE
Suzy Alfahham,"Hi, thank you for this wonderful group, 
I am looking for suggestions or any input how can I use AI a teacher for my classes:
High school Biology 9th grade and Math for 6th grade.
Thank you",2024-07-31 18:46:50,4,5,0,hi thank wonderful group looking suggestions input use ai teacher classes high school biology th grade math th grade thank,2,POSITIVE
Always Learning Project,"I’m really enjoying experimenting with AI.  However, I must admit I always have to adjust whatever AI produces for me.  It’s good for idea generation.",2024-07-31 18:46:41,9,3,0,im really enjoying experimenting ai however must admit always adjust whatever ai produces good idea generation,2,POSITIVE
Teresa Harris,Hi! I'm new to this group. I recently joined because I want to use AI efficiently.,2024-07-30 19:54:36,12,4,0,hi im new group recently joined want use ai efficiently,2,POSITIVE
Mireille Abi Nader Issa,"Hi I am new to group
I am from Lebanon, I teach technology to elementary students. my question is how to explain the benefits of AI rather than a replacement for human input in completing tasks?",2024-07-30 20:14:07,5,9,0,hi new group lebanon teach technology elementary students question explain benefits ai rather replacement human input completing tasks,2,NEGATIVE
Pheta AIvangelist Makhele,In 30 hours time I am meeting the Minister of Education in my country. I want to convince the minister to push for an adoption of AI in education.  Or at least influence teachers to consider using AI. I want to suggest to him that AI can improve the national LGCSE performance. Is there any literature I can use to back up this claim? I also want to pursue him to use chatbots as schools' counsellors Africa and obviously as most schools in my country don't have trained school counsellors. What I want from you is your advices and inputs on what I can tell the Minister so he really gets on AI train. Anything really.,2024-07-31 19:34:15,1,1,0,hours time meeting minister education country want convince minister push adoption ai education least influence teachers consider using ai want suggest ai improve national lgcse performance literature use back claim also want pursue use chatbots schools counsellors africa obviously schools country dont trained school counsellors want advices inputs tell minister really gets ai train anything really,2,NEGATIVE
